1,1,122.41,331.73,131.82,64.58999999999997,1,1,1.0
1,2,734.03,267.14,72.47000000000003,39.55000000000001,1,1,1.0
1,3,205.97,249.74,99.13000000000002,39.64999999999998,1,1,1.0
2,1,100.0,333.05,133.1,64.58999999999997,1,1,1.0
2,2,720.85,267.14,72.47000000000003,39.55000000000001,1,1,1.0
2,3,205.97,249.77,99.13000000000002,39.70000000000002,1,1,1.0
3,1,77.6,340.96,133.09,64.59000000000003,1,1,1.0
3,2,705.03,268.46,72.47000000000003,39.55000000000001,1,1,1.0
3,3,205.97,249.79,99.13000000000002,39.76000000000002,1,1,1.0
4,1,48.6,344.91,146.3,64.58999999999997,1,1,1.0
4,2,694.49,269.78,72.47000000000003,39.55000000000001,1,1,1.0
4,3,205.97,249.82,99.13000000000002,39.80000000000001,1,1,1.0
5,1,19.6,348.87,150.3,64.58999999999997,1,1,1.0
5,2,681.3,273.74,72.48000000000002,39.539999999999964,1,1,1.0
5,3,205.97,249.85,99.13000000000002,39.849999999999994,1,1,1.0
6,1,0.0,351.5,150.13,64.58999999999997,1,1,1.0
6,2,668.12,277.69,72.47000000000003,39.54000000000002,1,1,1.0
6,3,205.97,249.87,99.13000000000002,39.90999999999997,1,1,1.0
7,1,0.0,356.78,126.4,64.59000000000003,1,1,1.0
7,2,649.67,279.01,80.33000000000004,39.54000000000002,1,1,1.0
7,3,205.97,249.9,99.13000000000002,39.95000000000002,1,1,1.0
8,1,0.0,358.09,100.04,64.59000000000003,1,1,1.0
8,2,633.85,279.01,80.32999999999993,39.54000000000002,1,1,1.0
8,3,205.97,249.92,99.13000000000002,40.01000000000002,1,1,1.0
9,1,0.0,363.37,76.31,64.58999999999997,1,1,1.0
9,2,620.67,281.64,80.33000000000004,39.55000000000001,1,1,1.0
9,3,205.97,249.95,99.13000000000002,40.06,1,1,1.0
10,1,0.0,368.64,52.6,59.360000000000014,1,1,1.0
10,2,603.53,284.28,85.57000000000005,40.82000000000005,1,1,1.0
10,3,205.97,249.97,99.13000000000002,40.119999999999976,1,1,1.0
11,1,0.0,380.5,28.87,51.44999999999999,1,1,1.0
11,2,589.04,286.92,85.56000000000006,40.81999999999999,1,1,1.0
11,3,205.97,250.0,99.13000000000002,40.160000000000025,1,1,1.0
12,2,573.22,289.55,85.55999999999995,40.81999999999999,1,1,1.0
12,3,205.97,250.03,99.13000000000002,40.21000000000001,1,1,1.0
13,2,558.72,289.6,85.55999999999995,43.40999999999997,1,1,1.0
13,3,205.97,250.05,99.13000000000002,40.26999999999998,1,1,1.0
14,2,544.22,292.24,85.56999999999994,43.40999999999997,1,1,1.0
14,3,205.97,250.08,99.13000000000002,40.309999999999974,1,1,1.0
15,2,528.4,294.87,85.57000000000005,43.40999999999997,1,1,1.0
15,3,205.97,250.1,99.13000000000002,40.37000000000003,1,1,1.0
16,2,509.95,298.83,93.55000000000001,43.410000000000025,1,1,1.0
16,3,205.97,250.13,99.13000000000002,40.420000000000016,1,1,1.0
17,2,494.13,298.83,93.54999999999995,44.77000000000004,1,1,1.0
17,3,205.97,250.16,99.13000000000002,40.46000000000001,1,1,1.0
18,2,474.36,301.47,93.54999999999995,44.76999999999998,1,1,1.0
18,3,205.97,250.18,99.13000000000002,40.51999999999998,1,1,1.0
19,2,457.22,302.78,100.17999999999995,48.72000000000003,1,1,1.0
19,3,205.97,250.21,99.13000000000002,40.569999999999965,1,1,1.0
20,2,440.09,305.42,100.17000000000002,48.71999999999997,1,1,1.0
20,3,205.97,250.23,99.13000000000002,40.62000000000003,1,1,1.0
21,2,421.63,309.38,100.17999999999995,48.70999999999998,1,1,1.0
21,3,205.97,250.26,99.13000000000002,40.670000000000016,1,1,1.0
22,2,405.82,312.01,100.17000000000002,48.72000000000003,1,1,1.0
22,3,205.97,250.29,99.13000000000002,40.72,1,1,1.0
23,2,390.0,318.6,100.18,48.71999999999997,1,1,1.0
23,3,205.97,250.31,99.13000000000002,40.76999999999998,1,1,1.0
24,2,368.91,316.0,106.78999999999996,53.95999999999998,1,1,1.0
24,3,205.97,250.34,99.13000000000002,40.82000000000002,1,1,1.0
