1,1,310.25,0.0,400.35,119.58,1,1,1.0
1,2,91.69,0.0,227.98000000000002,66.82,1,1,1.0
1,3,54.01,61.17,120.58000000000001,60.28999999999999,1,1,1.0
1,4,0.0,8.42,20.1,37.68,1,1,1.0
2,1,310.25,0.0,399.62,119.58,1,1,1.0
2,2,91.69,0.0,227.98000000000002,66.61,1,1,1.0
2,3,35.17,61.17,120.58,60.28999999999999,1,1,1.0
2,4,0.0,8.42,10.7,37.68,1,1,1.0
3,1,310.25,0.0,398.88,119.58,1,1,1.0
3,2,91.69,0.0,227.98000000000002,66.39,1,1,1.0
3,3,16.33,53.64,120.58,60.290000000000006,1,1,1.0
4,1,310.25,0.0,398.15,119.58,1,1,1.0
4,2,91.69,0.0,227.98000000000002,66.17,1,1,1.0
4,3,0.0,49.87,118.07,60.29,1,1,1.0
5,1,310.25,0.0,397.41999999999996,119.58,1,1,1.0
5,2,91.69,0.0,227.98000000000002,65.95,1,1,1.0
5,3,0.0,47.98,93.58,60.29,1,1,1.0
6,1,310.25,0.0,396.67999999999995,119.58,1,1,1.0
6,2,91.69,0.0,227.98000000000002,65.74,1,1,1.0
6,3,0.0,47.98,76.62,60.29,1,1,1.0
7,1,310.25,0.0,395.95000000000005,119.58,1,1,1.0
7,2,91.69,0.0,227.98000000000002,65.52,1,1,1.0
7,3,1.88,44.22,55.9,50.879999999999995,1,1,1.0
8,1,310.25,0.0,395.83000000000004,119.58,1,1,1.0
8,2,91.69,0.0,227.98000000000002,65.3,1,1,1.0
8,3,0.0,44.22,42.71,50.879999999999995,1,1,1.0
9,1,310.25,0.0,395.70000000000005,119.58,1,1,1.0
9,2,91.69,0.0,227.98000000000002,65.08,1,1,1.0
9,3,0.0,38.6,33.29,48.96,1,1,1.0
10,1,310.25,0.0,395.58000000000004,119.58,1,1,1.0
10,2,91.69,0.0,227.98000000000002,64.87,1,1,1.0
10,3,0.0,40.49,16.3,48.96,1,1,1.0
10,5,920.12,184.96,39.879999999999995,73.47,1,1,1.0
11,1,310.25,0.0,395.45000000000005,119.58,1,1,1.0
11,2,91.69,0.0,227.98000000000002,64.65,1,1,1.0
11,5,869.2,184.96,90.79999999999995,88.53999999999999,1,1,1.0
12,1,310.25,0.0,395.33000000000004,119.58,1,1,1.0
12,2,91.69,0.0,227.98000000000002,64.43,1,1,1.0
12,5,825.9,171.77,134.10000000000002,88.53999999999999,1,1,1.0
13,1,310.25,0.0,395.21000000000004,119.58,1,1,1.0
13,2,91.69,0.0,227.98000000000002,64.21,1,1,1.0
13,5,782.56,154.81,177.44000000000005,96.12,1,1,1.0
14,1,310.25,0.0,395.08000000000004,119.58,1,1,1.0
14,2,91.69,0.0,227.98000000000002,64.0,1,1,1.0
14,5,739.18,152.9,220.82000000000005,122.49999999999997,1,1,1.0
14,6,0.0,177.42,13.9,48.98000000000002,1,1,1.0
15,1,310.25,0.0,394.96000000000004,119.58,1,1,1.0
15,2,91.69,0.0,227.98000000000002,63.78,1,1,1.0
15,5,697.7,141.59,262.29999999999995,122.49999999999997,1,1,1.0
15,6,0.0,177.42,36.5,67.78,1,1,1.0
16,1,310.25,0.0,394.84000000000003,119.58,1,1,1.0
16,2,91.69,0.0,227.98000000000002,63.56,1,1,1.0
16,5,658.1,132.2,269.87,114.94,1,1,1.0
16,6,0.0,169.9,57.25,84.69999999999999,1,1,1.0
17,1,310.25,0.0,394.71000000000004,119.58,1,1,1.0
17,2,91.69,0.0,227.98000000000002,63.34,1,1,1.0
17,5,620.42,128.43,262.38,114.94,1,1,1.0
17,6,1.88,169.9,76.10000000000001,92.28,1,1,1.0
18,1,310.25,0.0,394.59000000000003,119.58,1,1,1.0
18,2,91.69,0.0,227.98000000000002,63.13,1,1,1.0
18,5,580.85,117.13,252.94999999999993,114.94,1,1,1.0
18,6,1.88,169.9,94.92,111.1,1,1,1.0
19,1,310.25,0.0,394.46000000000004,119.58,1,1,1.0
19,2,91.69,0.0,227.98000000000002,62.91,1,1,1.0
19,5,546.9,117.13,249.22000000000003,103.67000000000002,1,1,1.0
19,6,1.88,169.9,115.62,124.29999999999998,1,1,1.0
20,1,310.25,0.0,394.34000000000003,119.58,1,1,1.0
20,2,91.69,0.0,227.98000000000002,62.69,1,1,1.0
20,5,514.9,113.36,239.80000000000007,99.94000000000001,1,1,1.0
20,6,1.88,169.9,142.02,135.6,1,1,1.0
21,1,310.25,0.0,394.22,119.58,1,1,1.0
21,2,91.69,0.0,227.98000000000002,62.47,1,1,1.0
21,5,484.8,109.59,228.45,94.31,1,1,1.0
21,6,1.88,169.9,168.42000000000002,148.79999999999998,1,1,1.0
22,1,310.25,0.0,394.09000000000003,119.58,1,1,1.0
22,2,91.69,0.0,227.98000000000002,62.26,1,1,1.0
22,5,450.89,102.06,228.45000000000005,94.30000000000001,1,1,1.0
22,6,1.88,169.9,192.92000000000002,165.79999999999998,1,1,1.0
23,1,310.25,0.0,393.97,119.58,1,1,1.0
23,2,91.69,0.0,227.98000000000002,62.04,1,1,1.0
23,5,424.5,96.4,217.14999999999998,94.31,1,1,1.0
23,6,13.2,203.8,215.5,147.0,1,1,1.0
24,1,310.25,0.0,393.85,119.58,1,1,1.0
24,2,91.69,0.0,227.98000000000002,61.82,1,1,1.0
24,5,401.9,90.75,198.30000000000007,88.65,1,1,1.0
24,6,39.58,215.1,215.5,147.00000000000003,1,1,1.0
25,1,310.25,0.0,393.72,119.58,1,1,1.0
25,2,91.69,0.0,227.98000000000002,61.6,1,1,1.0
25,5,373.64,90.75,198.30000000000007,81.15,1,1,1.0
25,6,62.18,220.76,241.92000000000002,169.64,1,1,1.0
26,1,310.25,0.0,393.6,119.58,1,1,1.0
26,2,91.69,0.0,227.98000000000002,61.39,1,1,1.0
26,5,351.03,85.1,188.88,81.15,1,1,1.0
26,6,88.56,235.8,241.92000000000002,171.59999999999997,1,1,1.0
27,1,310.25,0.0,393.47,119.58,1,1,1.0
27,2,91.69,0.0,227.98000000000002,61.17,1,1,1.0
27,5,327.81,78.06,183.29000000000002,81.15,1,1,1.0
27,6,114.94,243.34,270.16,190.46,1,1,1.0
28,1,310.25,0.0,393.35,119.58,1,1,1.0
28,2,91.69,0.0,227.98000000000002,60.95,1,1,1.0
28,5,310.2,76.7,174.8,75.46999999999998,1,1,1.0
28,6,143.09,264.45,288.40999999999997,193.25,1,1,1.0
29,1,310.25,0.0,393.35,119.58,1,1,1.0
29,2,91.69,0.0,227.98000000000002,60.73,1,1,1.0
29,5,284.9,69.66,170.55,75.47999999999999,1,1,1.0
29,6,179.68,278.5,310.92,208.8,1,1,1.0
29,7,911.9,189.54,48.10000000000002,60.52000000000001,1,1,1.0
30,1,310.25,0.0,393.35,119.58,1,1,1.0
30,2,91.69,0.0,227.98000000000002,60.52,1,1,1.0
30,5,263.79,69.7,170.53999999999996,74.02999999999999,1,1,1.0
30,6,213.45,291.2,340.45,228.50000000000006,1,1,1.0
30,7,862.6,174.1,97.39999999999998,75.96000000000001,1,1,1.0
31,1,310.25,0.0,393.35,119.58,1,1,1.0
31,2,91.69,0.0,227.98000000000002,60.3,1,1,1.0
31,5,247.5,66.44,160.77999999999997,74.03,1,1,1.0
31,6,257.08,308.09,369.71999999999997,231.91000000000003,1,1,1.0
31,7,817.0,152.9,143.0,97.16,1,1,1.0
32,1,310.25,0.0,393.35,119.58,1,1,1.0
32,2,92.62,0.0,227.05,60.3,1,1,1.0
32,5,229.6,59.93,155.88000000000002,74.03,1,1,1.0
32,6,299.42,324.37,397.37999999999994,215.63,1,1,1.0
32,7,771.4,122.0,188.60000000000002,128.06,1,1,1.0
33,1,310.25,0.0,393.35,119.58,1,1,1.0
33,2,93.55,0.0,226.12,60.3,1,1,1.0
33,5,218.2,59.93,146.10000000000002,74.03,1,1,1.0
33,6,348.27,348.8,397.38,191.2,1,1,1.0
33,7,732.3,105.7,227.70000000000005,144.36,1,1,1.0
34,1,310.25,0.0,393.35,119.58,1,1,1.0
34,2,94.48,0.0,225.19,60.3,1,1,1.0
34,5,203.55,55.05,137.95,67.55,1,1,1.0
34,6,406.89,368.3,425.01,171.7,1,1,1.0
34,7,688.3,125.2,255.4000000000001,108.60000000000001,1,1,1.0
35,1,310.25,0.0,393.35,119.58,1,1,1.0
35,2,95.41,0.0,224.26000000000002,60.3,1,1,1.0
35,5,182.38,55.05,137.95,67.55,1,1,1.0
35,6,478.54,399.24,425.00999999999993,140.76,1,1,1.0
35,7,644.33,120.32,255.39999999999998,98.78,1,1,1.0
36,1,310.25,0.0,393.35,119.58,1,1,1.0
36,2,96.34,0.0,223.33,60.3,1,1,1.0
36,5,162.84,55.05,137.95000000000002,64.25,1,1,1.0
36,6,542.05,423.66,395.1500000000001,116.33999999999997,1,1,1.0
36,7,608.51,110.54,239.09000000000003,98.79,1,1,1.0
37,1,310.25,0.0,393.35,119.58,1,1,1.0
37,2,97.27,0.0,222.40000000000003,60.3,1,1,1.0
37,5,151.44,55.05,131.45999999999998,64.25,1,1,1.0
37,6,631.61,457.86,328.39,82.13999999999999,1,1,1.0
37,7,575.94,104.03,227.65999999999997,98.78999999999999,1,1,1.0
38,1,310.25,0.0,393.35,119.58,1,1,1.0
38,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
38,5,141.67,53.42,124.93000000000004,56.08,1,1,1.0
38,6,761.88,492.05,198.12,47.94999999999999,1,1,1.0
38,7,538.49,92.63,224.40999999999997,98.78999999999999,1,1,1.0
39,1,310.25,0.0,393.35,119.58,1,1,1.0
39,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
39,5,127.01,46.9,123.33,56.089999999999996,1,1,1.0
39,6,859.58,524.62,100.41999999999996,15.379999999999995,1,1,1.0
39,7,510.81,92.63,211.39000000000004,90.67000000000002,1,1,1.0
40,1,310.25,0.0,393.35,119.58,1,1,1.0
40,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
40,5,114.35,45.5,119.15,56.08,1,1,1.0
40,7,481.3,88.41,204.3,86.49000000000001,1,1,1.0
41,1,310.25,0.0,393.35,119.58,1,1,1.0
41,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
41,5,100.27,41.28,119.16000000000001,56.08,1,1,1.0
41,7,451.75,87.0,194.45000000000005,78.0,1,1,1.0
42,1,310.25,0.0,393.35,119.58,1,1,1.0
42,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
42,5,89.0,39.87,109.32,56.080000000000005,1,1,1.0
42,7,423.6,80.0,186.0,79.4,1,1,1.0
43,1,310.25,0.0,393.35,119.58,1,1,1.0
43,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
43,5,77.74,39.87,109.32000000000001,56.080000000000005,1,1,1.0
43,7,395.45,74.37,181.75000000000006,78.03,1,1,1.0
44,1,310.25,0.0,393.35,119.58,1,1,1.0
44,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
44,5,63.7,39.87,107.89999999999999,51.830000000000005,1,1,1.0
44,7,370.12,70.15,176.08000000000004,76.65,1,1,1.0
45,1,310.25,0.0,393.35,119.58,1,1,1.0
45,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
45,5,52.44,35.65,107.9,51.830000000000005,1,1,1.0
45,7,350.4,64.52,163.39999999999998,76.64999999999999,1,1,1.0
46,1,310.25,0.0,393.35,119.58,1,1,1.0
46,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
46,5,45.4,34.24,99.5,51.82999999999999,1,1,1.0
46,7,323.66,61.7,163.39999999999998,75.2,1,1,1.0
47,1,310.25,0.0,393.35,119.58,1,1,1.0
47,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
47,5,31.33,31.42,99.50000000000001,51.84,1,1,1.0
47,7,303.96,61.7,163.44,66.8,1,1,1.0
48,1,310.25,0.0,393.35,119.58,1,1,1.0
48,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
48,5,22.89,31.42,99.49,51.84,1,1,1.0
48,7,285.7,56.1,145.11,70.99000000000001,1,1,1.0
49,1,310.25,0.0,393.35,119.58,1,1,1.0
49,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
49,5,11.63,28.61,99.49000000000001,51.83,1,1,1.0
49,7,269.42,52.84,138.57999999999998,71.0,1,1,1.0
50,1,310.25,0.0,393.35,119.58,1,1,1.0
50,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
50,5,4.9,26.98,93.19,48.61999999999999,1,1,1.0
50,7,244.99,52.84,138.57999999999998,62.86,1,1,1.0
51,1,310.25,0.0,393.35,119.58,1,1,1.0
51,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
51,5,0.0,25.35,88.32,48.62,1,1,1.0
51,7,227.1,49.59,133.67999999999998,62.849999999999994,1,1,1.0
52,1,310.25,0.0,393.35,119.58,1,1,1.0
52,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
52,5,0.0,20.47,76.93,48.620000000000005,1,1,1.0
52,7,212.4,46.33,128.84,62.86,1,1,1.0
53,1,310.25,0.0,393.35,119.58,1,1,1.0
53,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
53,5,0.0,18.84,68.78,48.61999999999999,1,1,1.0
53,7,192.86,44.7,128.83999999999997,62.86,1,1,1.0
54,1,310.25,0.0,393.35,119.58,1,1,1.0
54,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
54,5,0.0,18.84,62.27,48.61999999999999,1,1,1.0
54,7,179.8,43.07,123.97999999999996,62.86000000000001,1,1,1.0
55,1,310.25,0.0,393.35,119.58,1,1,1.0
55,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
55,5,0.0,18.84,49.24,48.61999999999999,1,1,1.0
55,7,161.9,39.82,119.09,56.38,1,1,1.0
56,1,310.25,0.0,393.35,119.58,1,1,1.0
56,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
56,5,0.0,17.21,41.1,48.62,1,1,1.0
56,7,153.76,39.82,112.54000000000002,56.38,1,1,1.0
57,1,310.25,0.0,393.35,119.58,1,1,1.0
57,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
57,5,0.0,15.58,32.96,48.620000000000005,1,1,1.0
57,7,139.1,39.82,112.53999999999999,56.38,1,1,1.0
58,1,310.25,0.0,393.35,119.58,1,1,1.0
58,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
58,5,0.0,22.1,23.19,35.6,1,1,1.0
58,7,126.08,39.82,112.54,51.48,1,1,1.0
59,1,310.25,0.0,393.35,119.58,1,1,1.0
59,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
59,5,0.0,20.47,16.68,35.6,1,1,1.0
59,7,116.3,33.3,106.03000000000002,51.49000000000001,1,1,1.0
60,1,310.25,0.0,393.35,119.58,1,1,1.0
60,2,98.2,0.0,221.47000000000003,60.3,1,1,1.0
60,7,101.64,31.67,99.55999999999999,51.489999999999995,1,1,1.0
